Latitude,Longitude,Yaw,Course,WindDir,RudderAngle,SailAngle,Speed,Waypoint,LogState,Autopilot,TimeStamp
-5.839425,-35.201324,152.26,169.07,-90.00,4.00,95.00,3.46,0,1,0,496257
-5.839435,-35.201320,152.42,169.07,0.00,2.00,95.00,3.46,0,1,0,496539
-5.839453,-35.201320,157.13,167.25,0.00,2.00,94.00,3.87,0,1,0,498692
-5.839453,-35.201320,158.24,167.25,0.00,2.00,94.00,3.87,0,1,0,498977
-5.839453,-35.201320,158.90,174.61,0.00,2.00,94.00,3.80,0,1,0,499268
-5.839463,-35.201320,159.34,174.61,0.00,4.00,94.00,3.80,0,1,0,499558
-5.839463,-35.201320,161.65,175.48,0.00,2.00,95.00,3.78,0,1,0,499847
-5.839482,-35.201320,156.33,178.76,0.00,-39.00,95.00,3.63,0,1,0,502011
-5.839482,-35.201320,154.60,178.76,0.00,-43.00,91.00,3.63,0,1,0,502310
-5.839490,-35.201320,151.87,178.76,0.00,-45.00,91.00,3.63,0,1,0,502588
-5.839490,-35.201320,149.17,182.03,0.00,-54.00,93.00,3.57,0,1,0,502884
-5.839490,-35.201320,145.49,182.03,0.00,-57.00,96.00,3.57,0,1,0,503175
-5.839508,-35.201320,123.79,175.21,0.00,0.00,96.00,3.54,1,1,0,505030
-5.839508,-35.201320,122.83,175.21,0.00,0.00,96.00,3.54,1,1,0,505316
-5.839517,-35.201316,122.01,175.21,0.00,0.00,96.00,3.54,1,1,0,505610
-5.839517,-35.201316,120.30,147.74,0.00,0.00,96.00,3.89,1,1,0,505891
-5.839517,-35.201316,119.25,147.74,45.00,0.00,95.00,3.89,1,1,0,506182
-5.839523,-35.201309,118.23,147.74,0.00,22.00,98.00,3.89,1,1,0,506479
-5.839523,-35.201309,120.11,133.39,0.00,47.00,98.00,3.76,1,1,0,506772
-5.839523,-35.201309,123.41,133.39,0.00,60.00,98.00,3.76,1,1,0,507057
-5.839543,-35.201286,147.26,133.39,0.00,-23.00,97.00,3.76,1,1,0,509533
-5.839543,-35.201286,146.28,149.20,0.00,0.00,98.00,3.61,1,1,0,509822
-5.839543,-35.201286,144.93,149.20,0.00,0.00,100.00,3.61,1,1,0,510105
-5.839552,-35.201282,144.11,149.20,0.00,0.00,97.00,3.61,1,1,0,510401
-5.839552,-35.201282,143.22,149.20,0.00,0.00,66.00,3.61,1,1,0,510685
-5.839552,-35.201282,142.27,149.20,0.00,0.00,57.00,3.61,1,1,0,510977
-5.839552,-35.201282,142.44,149.20,45.00,0.00,52.00,3.61,1,1,0,511257
-5.839558,-35.201278,141.33,149.20,0.00,2.00,9.00,3.61,1,1,0,511548
-5.839573,-35.201271,144.95,139.62,0.00,49.00,0.00,3.52,1,1,0,513721
-5.839573,-35.201271,150.94,139.62,0.00,45.00,0.00,3.52,1,1,0,514007
-5.839573,-35.201271,155.16,157.36,0.00,11.00,0.00,3.32,1,1,0,514289
-5.839580,-35.201271,158.31,157.36,0.00,0.00,0.00,3.32,1,1,0,514578
-5.839580,-35.201271,161.17,187.64,0.00,0.00,8.00,2.22,1,1,0,514862
-5.839580,-35.201271,163.42,187.64,0.00,0.00,23.00,2.22,1,1,0,515159
-5.839585,-35.201271,168.10,169.09,0.00,-9.00,0.00,1.28,1,1,0,516735
-5.839585,-35.201271,168.35,169.09,0.00,-16.00,0.00,1.28,1,1,0,517021
-5.839585,-35.201271,167.97,169.09,0.00,-18.00,0.00,1.28,1,1,0,517310
-5.839583,-35.201274,167.56,169.09,0.00,0.00,0.00,1.28,1,1,0,517600
-5.839583,-35.201274,168.27,195.32,0.00,0.00,0.00,0.78,1,1,0,517884
-5.839583,-35.201274,168.01,195.32,0.00,0.00,0.00,0.78,1,1,0,518173
-5.839588,-35.201274,163.28,195.32,135.00,0.00,0.00,0.78,1,1,0,520646
-5.839588,-35.201274,163.71,195.32,-45.00,0.00,0.00,0.78,1,1,0,520931
-5.839588,-35.201274,167.31,195.32,0.00,0.00,0.00,0.78,1,1,0,521231
-5.839587,-35.201274,168.90,195.32,45.00,0.00,0.00,0.78,1,1,0,521516
-5.839587,-35.201274,169.15,3.70,90.00,0.00,0.00,0.19,1,1,0,521805
-5.839587,-35.201274,169.84,3.70,135.00,0.00,0.00,0.19,1,1,0,522108
-5.839587,-35.201278,169.74,3.70,135.00,0.00,0.00,0.19,1,1,0,522394
-5.839587,-35.201278,174.23,3.70,-135.00,0.00,0.00,0.19,1,1,0,522700
-5.839587,-35.201278,176.17,3.70,135.00,0.00,0.00,0.19,1,1,0,522981
-5.839585,-35.201278,176.49,3.70,-45.00,0.00,0.00,0.19,1,1,0,523575
-5.839585,-35.201278,175.96,3.70,0.00,0.00,0.00,0.19,1,1,0,523870
-5.839588,-35.201274,176.88,160.30,45.00,0.00,0.00,1.19,1,1,0,524478
-5.839587,-35.201274,-164.87,155.10,135.00,0.00,0.00,1.83,1,1,0,526059
-5.839587,-35.201274,-159.40,155.10,-135.00,0.00,0.00,1.83,1,1,0,526636
-5.839587,-35.201274,-157.92,155.10,135.00,0.00,0.00,1.83,1,1,0,526926
-5.839587,-35.201274,-163.14,155.10,0.00,0.00,0.00,1.83,1,1,0,527208
-5.839583,-35.201274,-168.85,155.10,0.00,0.00,0.00,1.83,1,1,0,527515
-5.839583,-35.201274,177.10,13.24,0.00,0.00,0.00,0.78,1,1,0,527798
-5.839583,-35.201274,164.31,13.24,0.00,0.00,0.00,0.78,1,1,0,528087
-5.839582,-35.201282,161.29,128.65,-45.00,0.00,0.00,1.48,1,1,0,529667
-5.839582,-35.201282,161.34,128.65,-45.00,0.00,0.00,1.48,1,1,0,529955
-5.839580,-35.201282,161.28,128.65,-45.00,0.00,0.00,1.48,1,1,0,530567
-5.839580,-35.201282,161.06,98.39,-45.00,0.00,0.00,0.33,1,1,0,530857
-5.839580,-35.201282,161.02,98.39,45.00,0.00,0.00,0.33,1,1,0,531136
-5.839580,-35.201282,160.85,98.39,0.00,0.00,0.00,0.33,1,1,0,531446
-5.839580,-35.201282,160.94,98.39,-45.00,0.00,0.00,0.33,1,1,0,531735
-5.839580,-35.201282,160.89,98.39,-45.00,0.00,0.00,0.33,1,1,0,532027
-5.839572,-35.201282,160.95,98.39,-45.00,0.00,0.00,0.33,1,1,0,532308
-5.839572,-35.201282,160.80,98.39,-45.00,0.00,0.00,0.33,1,1,0,532890
-5.839570,-35.201282,160.60,98.39,-45.00,0.00,0.00,0.33,1,1,0,534165
-5.839570,-35.201282,160.75,98.39,-45.00,0.00,0.00,0.33,1,1,0,534451
-5.839570,-35.201282,160.74,98.39,-45.00,0.00,0.00,0.33,1,1,0,534737
-5.839570,-35.201282,160.70,98.39,-45.00,0.00,0.00,0.33,1,1,0,535025
-5.839567,-35.201286,160.78,98.39,-45.00,0.00,0.00,0.33,1,1,0,535321
-5.839567,-35.201286,160.73,98.39,-45.00,0.00,0.00,0.33,1,1,0,535608
-5.839565,-35.201286,160.95,345.37,-45.00,0.00,0.00,0.39,1,1,0,537471
-5.839565,-35.201286,160.87,345.37,-45.00,0.00,0.00,0.39,1,1,0,537757
-5.839565,-35.201286,160.86,345.37,-45.00,0.00,0.00,0.39,1,1,0,538046
-5.839563,-35.201290,160.73,345.37,-45.00,0.00,0.00,0.39,1,1,0,538327
-5.839563,-35.201290,160.91,345.37,-45.00,0.00,0.00,0.39,1,1,0,538610
-5.839567,-35.201290,160.98,53.81,0.00,0.00,0.00,0.72,1,1,0,541062
-5.839568,-35.201290,160.89,53.81,-45.00,0.00,0.00,0.72,1,1,0,541360
-5.839568,-35.201290,160.98,53.81,-45.00,0.00,0.00,0.72,1,1,0,541663
-5.839568,-35.201290,160.94,53.81,-45.00,0.00,0.00,0.72,1,1,0,541957
-5.839568,-35.201290,160.99,53.81,-45.00,0.00,0.00,0.72,1,1,0,542266
-5.839570,-35.201286,161.00,53.81,0.00,0.00,0.00,0.72,1,1,0,542551
-5.839570,-35.201286,160.95,76.77,45.00,0.00,0.00,0.83,1,1,0,542846
-5.839570,-35.201286,160.82,76.77,-45.00,0.00,0.00,0.83,1,1,0,543160
-5.839570,-35.201286,160.85,76.77,45.00,0.00,0.00,0.83,1,1,0,543463
-5.839570,-35.201286,160.90,76.77,-45.00,0.00,0.00,0.83,1,1,0,544094
-5.839572,-35.201282,160.90,168.15,-45.00,0.00,0.00,0.56,1,1,0,544387
-5.839572,-35.201282,160.90,168.15,0.00,0.00,0.00,0.56,1,1,0,544674
-5.839572,-35.201282,160.96,168.15,45.00,0.00,0.00,0.56,1,1,0,544967
-5.839572,-35.201282,161.04,168.15,45.00,0.00,0.00,0.56,1,1,0,545261
-5.839572,-35.201282,161.26,168.15,45.00,0.00,0.00,0.56,1,1,0,545545
-5.839572,-35.201282,161.14,66.85,0.00,0.00,0.00,2.44,1,1,0,545835
-5.839572,-35.201282,161.16,66.85,-45.00,0.00,0.00,2.44,1,1,0,546122
-5.839570,-35.201278,161.06,66.85,-45.00,0.00,0.00,2.44,1,1,0,546414
-5.839570,-35.201278,160.76,66.85,-45.00,0.00,0.00,2.44,1,1,0,547017
-5.839570,-35.201274,160.72,66.85,0.00,0.00,0.00,2.44,1,1,0,547619
