Latitude,Longitude,Yaw,Course,WindDir,RudderAngle,SailAngle,Speed,Waypoint,LogState,Autopilot,TimeStamp
-5.839583,-35.201255,nan,170.04,45.00,0.00,0.00,0.28,0,0,0,294370
-5.839583,-35.201255,nan,170.04,45.00,0.00,0.00,0.28,0,0,0,296233
-5.839583,-35.201255,nan,170.04,0.00,0.00,0.00,0.28,0,0,0,298115
-5.839495,-35.201305,-144.35,193.31,-45.00,2.00,0.00,1.43,0,1,0,316156
-5.839505,-35.201305,-144.52,67.43,-90.00,2.00,0.00,0.31,0,1,0,316560
-5.839505,-35.201305,-144.57,67.43,-90.00,2.00,0.00,0.31,0,1,0,316963
-5.839517,-35.201305,-144.44,67.43,-45.00,2.00,0.00,0.31,0,1,0,317367
-5.839517,-35.201305,-144.49,67.43,45.00,2.00,0.00,0.31,0,1,0,317763
-5.839517,-35.201305,-144.73,67.43,45.00,0.00,0.00,0.31,0,1,0,318161
-5.839522,-35.201305,-145.25,67.43,45.00,0.00,0.00,0.31,0,1,0,318564
-5.839522,-35.201305,-144.75,67.43,45.00,0.00,0.00,0.31,0,1,0,318969
-5.839522,-35.201305,-144.59,67.43,-45.00,0.00,0.00,0.31,0,1,0,319372
-5.839522,-35.201305,-144.70,67.43,-45.00,0.00,0.00,0.31,0,1,0,319769
-5.839530,-35.201313,-144.61,155.03,-90.00,0.00,0.00,0.72,0,1,0,320577
-5.839530,-35.201313,-144.63,155.03,-90.00,0.00,0.00,0.72,0,1,0,321004
-5.839530,-35.201313,-144.70,155.03,-90.00,0.00,0.00,0.72,0,1,0,321410
-5.839543,-35.201309,-144.73,166.25,-90.00,0.00,0.00,2.33,0,1,0,322070
-5.839543,-35.201309,-144.58,166.25,-90.00,0.00,0.00,2.33,0,1,0,322236
-5.839548,-35.201313,-144.87,234.59,-90.00,0.00,0.00,0.70,0,1,0,324175
-5.839550,-35.201313,-144.70,234.59,-45.00,0.00,0.00,0.70,0,1,0,324619
-5.839550,-35.201313,-144.70,234.59,-45.00,0.00,0.00,0.70,0,1,0,325056
-5.839550,-35.201313,-144.38,234.59,-45.00,0.00,0.00,0.70,0,1,0,325462
-5.839557,-35.201313,-144.56,158.28,-90.00,0.00,0.00,0.85,0,1,0,326242
-5.839557,-35.201313,-144.94,158.28,-90.00,0.00,0.00,0.85,0,1,0,327189
-5.839563,-35.201313,-144.65,163.33,-90.00,0.00,0.00,2.09,0,1,0,327843
-5.839565,-35.201313,-144.41,163.33,-90.00,0.00,0.00,2.09,0,1,0,328644
