Latitude,Longitude,Yaw,Course,WindDir,RudderAngle,SailAngle,Speed,Waypoint,LogState,Autopilot,TimeStamp
-5.839550,-35.201385,15.44,21.09,45.00,-59.00,40.00,0.39,0,1,0,154507
-5.839542,-35.201389,-0.91,21.09,112.50,-36.00,40.00,0.39,0,1,0,155700
-5.839533,-35.201385,21.85,21.09,112.50,0.00,40.00,0.39,0,1,0,156884
-5.839523,-35.201385,19.78,21.09,112.50,0.00,42.00,0.39,0,1,0,157344
-5.839523,-35.201385,19.13,21.09,45.00,0.00,98.00,0.39,0,1,0,158069
-5.839513,-35.201385,18.02,21.09,45.00,0.00,97.00,0.39,0,1,0,158494
-5.839513,-35.201385,16.06,21.09,45.00,0.00,97.00,0.39,0,1,0,158937
-5.839505,-35.201385,15.01,12.64,45.00,0.00,98.00,4.76,0,1,0,159697
-5.839505,-35.201385,14.73,12.64,22.50,0.00,0.00,4.76,0,1,0,160132
-5.839492,-35.201377,14.12,12.64,45.00,0.00,0.00,4.76,0,1,0,160569
-5.839477,-35.201377,14.37,3.93,112.50,0.00,0.00,5.37,0,1,0,161760
-5.839477,-35.201377,13.07,3.93,112.50,0.00,0.00,5.37,0,1,0,163013
-5.839477,-35.201377,12.34,3.93,112.50,0.00,0.00,5.37,0,1,0,163786
-5.839440,-35.201377,12.35,14.43,112.50,0.00,0.00,4.46,0,1,0,164215
-5.839440,-35.201377,13.27,14.43,112.50,58.00,61.00,4.46,0,1,1,164653
-5.839440,-35.201377,18.32,14.43,112.50,72.00,61.00,4.46,0,1,1,165107
-5.839432,-35.201377,25.04,14.43,112.50,90.00,61.00,4.46,0,1,1,165544
-5.839432,-35.201377,32.66,14.43,112.50,90.00,61.00,4.46,0,1,1,165998
-5.839418,-35.201377,52.00,5.63,112.50,90.00,11.00,3.80,0,1,1,167196
-5.839418,-35.201377,59.20,5.63,90.00,90.00,61.00,3.80,0,1,1,167630
-5.839418,-35.201377,66.90,5.63,90.00,90.00,49.00,3.80,0,1,1,168075
-5.839412,-35.201366,74.98,5.63,-67.50,90.00,49.00,3.80,0,1,1,168520
-5.839412,-35.201366,83.06,5.63,-67.50,90.00,36.00,3.80,0,1,1,168969
-5.839402,-35.201354,133.95,45.36,0.00,90.00,11.00,3.76,0,1,1,171015
-5.839402,-35.201347,141.22,45.36,0.00,90.00,0.00,3.76,0,1,1,171462
-5.839402,-35.201347,146.51,45.36,-22.50,90.00,0.00,3.76,0,1,1,171903
-5.839402,-35.201347,151.29,45.36,45.00,-90.00,24.00,3.76,0,1,1,172784
-5.839405,-35.201335,154.96,45.36,45.00,-90.00,11.00,3.76,0,1,1,174416
-5.839408,-35.201332,146.92,112.48,22.50,-90.00,24.00,2.56,0,1,1,174865
-5.839410,-35.201324,137.18,112.48,22.50,90.00,11.00,2.56,0,1,1,175302
-5.839410,-35.201324,134.70,112.48,22.50,90.00,11.00,2.56,0,1,1,175744
-5.839410,-35.201324,139.17,112.48,22.50,90.00,11.00,2.56,0,1,1,176175
-5.839413,-35.201320,139.78,112.48,22.50,-88.00,0.00,2.56,0,1,0,177815
-5.839423,-35.201309,-70.65,112.48,22.50,-86.00,71.00,2.56,0,1,0,179439
-5.839438,-35.201301,-132.58,113.63,0.00,6.00,28.00,3.72,0,1,0,182676
-5.839453,-35.201301,-130.38,113.63,0.00,-54.00,28.00,3.72,0,1,0,183856
-5.839453,-35.201301,-123.10,189.48,0.00,-52.00,27.00,2.70,0,1,0,184299
-5.839467,-35.201305,-144.02,189.48,0.00,-75.00,28.00,2.70,0,1,0,185898
-5.839467,-35.201305,-158.92,189.48,0.00,45.00,32.00,2.70,0,1,0,187063
-5.839483,-35.201309,-151.90,189.48,0.00,90.00,28.00,2.70,0,1,0,187510
-5.839492,-35.201309,-126.82,189.48,-67.50,90.00,32.00,2.70,0,1,0,189097
-5.839500,-35.201309,-121.13,189.48,67.50,90.00,32.00,2.70,0,1,0,189549
-5.839500,-35.201309,-101.91,189.48,0.00,90.00,32.00,2.70,0,1,0,190718
-5.839500,-35.201309,-94.75,189.48,0.00,90.00,32.00,2.70,0,1,0,191159
-5.839515,-35.201309,-86.92,189.48,67.50,90.00,33.00,2.70,0,1,0,191505
-5.839515,-35.201309,-80.12,189.48,67.50,90.00,35.00,2.70,0,1,0,191938
-5.839520,-35.201309,-62.05,208.75,45.00,47.00,47.00,1.30,0,1,0,193108
-5.839523,-35.201313,-64.21,208.75,45.00,-27.00,46.00,1.30,0,1,0,193551
-5.839527,-35.201320,-52.49,262.80,-112.50,0.00,0.00,3.54,0,1,0,195138
-5.839528,-35.201328,-52.05,262.80,112.50,0.00,0.00,3.54,0,1,0,195575
-5.839527,-35.201335,-52.63,282.15,112.50,0.00,0.00,3.54,0,1,0,196767
-5.839527,-35.201343,-51.73,282.15,-112.50,0.00,0.00,3.54,0,1,0,198087
-5.839522,-35.201370,-118.05,280.85,22.50,-90.00,11.00,1.91,0,1,1,201903
-5.839538,-35.201393,-161.63,187.16,67.50,-90.00,0.00,2.61,0,1,1,204856
-5.839538,-35.201393,-176.96,187.16,0.00,-90.00,0.00,2.61,0,1,1,205729
-5.839568,-35.201393,-177.71,174.17,0.00,-90.00,0.00,2.85,0,1,1,209539
-5.839573,-35.201389,169.00,143.00,112.50,0.00,0.00,3.13,0,1,0,211635
-5.839587,-35.201381,93.49,143.00,67.50,0.00,0.00,3.13,0,1,0,213684
-5.839593,-35.201377,73.44,143.00,157.50,90.00,61.00,3.13,0,1,1,214554
-5.839583,-35.201366,106.60,143.00,45.00,0.00,0.00,3.13,0,1,0,217920
-5.839583,-35.201366,107.47,143.00,0.00,0.00,0.00,3.13,0,1,0,218789
-5.839582,-35.201358,107.49,81.91,90.00,0.00,0.00,3.04,0,1,0,219932
-5.839582,-35.201358,94.95,81.91,135.00,0.00,0.00,3.04,0,1,0,220371
-5.839580,-35.201347,81.02,92.20,112.50,40.00,0.00,1.96,0,1,0,220824
-5.839580,-35.201347,64.41,92.20,0.00,47.00,0.00,1.96,0,1,0,221590
-5.839573,-35.201343,51.18,27.05,112.50,47.00,0.00,0.61,0,1,0,223197
-5.839573,-35.201343,49.28,27.05,135.00,47.00,0.00,0.61,0,1,0,223640
-5.839577,-35.201335,45.58,27.05,135.00,49.00,6.00,0.61,0,1,0,224391
-5.839577,-35.201335,43.98,91.86,135.00,47.00,32.00,0.91,0,1,0,224824
-5.839577,-35.201335,44.45,91.86,22.50,40.00,52.00,0.91,0,1,0,226015
-5.839578,-35.201335,46.04,91.86,22.50,47.00,29.00,0.91,0,1,0,226464
-5.839578,-35.201335,40.68,51.24,90.00,-81.00,21.00,0.89,0,1,0,227656
-5.839578,-35.201335,48.37,51.24,90.00,-79.00,35.00,0.89,0,1,0,228085
-5.839563,-35.201320,43.77,55.22,112.50,-21.00,34.00,2.22,0,1,0,229247
-5.839538,-35.201305,87.13,39.02,90.00,0.00,0.00,3.46,0,1,0,234107
-5.839527,-35.201309,104.26,39.02,90.00,0.00,0.00,3.46,0,1,0,235278
-5.839525,-35.201313,105.97,320.58,90.00,0.00,0.00,0.70,0,1,0,235721
-5.839525,-35.201313,106.05,320.58,90.00,0.00,0.00,0.70,0,1,0,236166
-5.839525,-35.201313,105.23,320.58,90.00,0.00,0.00,0.70,0,1,0,236617
-5.839525,-35.201313,99.84,320.58,90.00,0.00,0.00,0.70,0,1,0,237350
-5.839523,-35.201313,82.38,358.22,90.00,0.00,0.00,0.81,0,1,0,238994
-5.839523,-35.201313,78.62,358.22,90.00,2.00,0.00,0.81,0,1,0,239441
-5.839520,-35.201313,75.57,88.36,90.00,2.00,0.00,0.50,0,1,0,239881
-5.839520,-35.201313,76.38,88.36,90.00,4.00,0.00,0.50,0,1,0,240627
-5.839520,-35.201313,116.87,88.36,112.50,2.00,0.00,0.50,0,1,0,241070
-5.839522,-35.201316,157.31,88.36,45.00,2.00,0.00,0.50,0,1,0,241508
-5.839522,-35.201316,-93.09,88.36,-90.00,6.00,0.00,0.50,0,1,0,243123
-5.839523,-35.201320,-77.01,88.36,-90.00,9.00,62.00,0.50,0,1,0,243596
-5.839523,-35.201320,-64.20,88.36,90.00,6.00,63.00,0.50,0,1,0,243892
-5.839522,-35.201320,-60.61,261.64,90.00,-7.00,60.00,1.11,0,1,0,244337
-5.839522,-35.201320,-61.04,333.10,90.00,-72.00,60.00,0.61,0,1,0,244767
-5.839517,-35.201320,-53.84,333.10,90.00,-7.00,57.00,0.61,0,1,0,245214
-5.839517,-35.201320,-46.52,333.10,112.50,6.00,0.00,0.61,0,1,0,246377
-5.839510,-35.201335,-46.81,287.50,67.50,2.00,0.00,3.33,0,1,0,247547
-5.839510,-35.201335,-46.36,287.50,67.50,2.00,0.00,3.33,0,1,0,247991
-5.839510,-35.201335,-42.80,287.50,-45.00,4.00,0.00,3.33,0,1,0,249158
-5.839510,-35.201335,-41.05,287.50,-45.00,2.00,0.00,3.33,0,1,0,249608
-5.839497,-35.201366,-20.20,308.50,90.00,-41.00,49.00,1.59,0,1,1,253680
-5.839497,-35.201366,-13.64,308.50,90.00,-25.00,49.00,1.59,0,1,1,254117
-5.839487,-35.201370,-8.43,339.76,45.00,-3.00,24.00,2.50,0,1,1,255723
-5.839487,-35.201370,-8.09,339.76,45.00,0.00,24.00,2.50,0,1,1,256176
-5.839478,-35.201377,-7.27,339.76,45.00,-7.00,24.00,2.50,0,1,1,256606
-5.839478,-35.201377,-4.13,339.76,90.00,0.00,24.00,2.50,0,1,1,257479
-5.839462,-35.201381,-4.34,339.76,90.00,4.00,49.00,2.50,0,1,1,258334
-5.839427,-35.201393,-40.87,338.87,67.50,-90.00,36.00,4.24,0,1,1,262556
-5.839488,-35.201412,-176.25,164.90,45.00,90.00,0.00,3.28,0,1,1,281544
-5.839520,-35.201396,-167.72,140.14,0.00,-90.00,0.00,3.32,0,1,1,287950
-5.839520,-35.201396,-177.53,140.14,0.00,-90.00,0.00,3.32,0,1,1,288824
-5.839520,-35.201396,175.94,140.14,0.00,90.00,0.00,3.32,0,1,1,289258
-5.839540,-35.201393,-158.19,158.05,67.50,-90.00,36.00,1.61,0,1,1,291761
-5.839540,-35.201393,-159.68,158.05,0.00,-90.00,0.00,1.61,0,1,1,292631
-5.839540,-35.201393,-164.72,158.05,0.00,-90.00,0.00,1.61,0,1,1,293074
-5.839547,-35.201393,-169.34,158.05,0.00,-90.00,0.00,1.61,0,1,1,293516
-5.839592,-35.201385,-179.82,161.67,-90.00,9.00,0.00,0.85,0,1,0,305347
-5.839600,-35.201385,155.87,181.45,135.00,4.00,0.00,2.09,0,1,0,307791
-5.839605,-35.201385,134.95,181.45,135.00,-86.00,0.00,2.09,0,1,0,309421
-5.839608,-35.201385,129.72,207.12,90.00,-88.00,0.00,2.37,0,1,0,309861
-5.839618,-35.201396,80.86,203.12,45.00,2.00,0.00,3.74,0,1,0,313072
-5.839628,-35.201396,74.64,203.12,45.00,0.00,0.00,3.74,0,1,0,313513
-5.839628,-35.201393,54.10,195.58,0.00,90.00,0.00,1.70,0,1,1,314702
-5.839628,-35.201393,33.25,195.58,90.00,90.00,49.00,1.70,0,1,1,315575
-5.839628,-35.201393,27.65,195.58,112.50,85.00,49.00,1.70,0,1,1,316018
-5.839628,-35.201393,29.16,195.58,112.50,85.00,61.00,1.70,0,1,1,316460
-5.839627,-35.201393,34.36,224.08,112.50,90.00,61.00,1.07,0,1,1,316887
-5.839620,-35.201393,38.76,224.08,22.50,90.00,61.00,1.07,0,1,1,317329
-5.839620,-35.201393,42.00,224.08,45.00,90.00,11.00,1.07,0,1,1,317763
-5.839608,-35.201389,44.85,224.08,112.50,90.00,61.00,1.07,0,1,1,319067
-5.839585,-35.201370,71.75,40.57,45.00,90.00,11.00,3.30,0,1,1,321109
-5.839575,-35.201366,77.64,40.57,45.00,90.00,24.00,3.30,0,1,1,321555
-5.839575,-35.201366,83.34,40.57,45.00,90.00,24.00,3.30,0,1,1,321980
-5.839575,-35.201366,88.99,40.57,45.00,90.00,24.00,3.30,0,1,1,322409
-5.839575,-35.201366,93.55,40.57,45.00,90.00,24.00,3.30,0,1,1,322861
-5.839560,-35.201351,98.40,40.57,45.00,90.00,24.00,3.30,0,1,1,323300
-5.839560,-35.201351,103.64,40.57,45.00,90.00,24.00,3.30,0,1,1,323730
-5.839548,-35.201335,121.46,81.96,22.50,90.00,11.00,2.48,0,1,1,326239
-5.839548,-35.201335,119.37,81.96,22.50,90.00,11.00,2.48,0,1,1,326695
-5.839548,-35.201335,114.07,81.96,22.50,90.00,11.00,2.48,0,1,1,327130
-5.839545,-35.201324,107.91,81.96,22.50,90.00,11.00,2.48,0,1,1,327561
-5.839545,-35.201324,89.32,81.96,45.00,0.00,0.00,2.48,0,1,0,328724
-5.839545,-35.201324,87.97,81.96,90.00,0.00,0.00,2.48,0,1,0,329169
-5.839545,-35.201324,81.08,81.96,112.50,0.00,0.00,2.48,0,1,0,330321
-5.839532,-35.201313,77.48,29.01,112.50,0.00,0.00,1.35,0,1,0,330753
-5.839532,-35.201313,73.83,29.01,112.50,0.00,0.00,1.35,0,1,0,331184
-5.839528,-35.201309,70.63,29.01,112.50,0.00,0.00,1.35,0,1,0,332350
-5.839525,-35.201309,72.12,6.36,112.50,0.00,0.00,0.78,0,1,0,332775
-5.839525,-35.201309,76.20,6.36,135.00,0.00,0.00,0.78,0,1,0,333218
-5.839525,-35.201309,81.76,6.36,112.50,0.00,0.00,0.78,0,1,0,333953
-5.839525,-35.201309,83.32,6.36,112.50,0.00,0.00,0.78,0,1,0,334395
-5.839518,-35.201313,84.02,318.11,112.50,0.00,0.00,1.31,0,1,0,334833
-5.839518,-35.201313,91.13,318.11,90.00,0.00,0.00,1.31,0,1,0,335264
-5.839518,-35.201313,119.04,318.11,45.00,0.00,0.00,1.31,0,1,0,335690
-5.839515,-35.201320,175.61,318.11,22.50,0.00,0.00,1.31,0,1,0,336857
-5.839515,-35.201320,-175.24,318.11,22.50,0.00,0.00,1.31,0,1,0,337308
-5.839515,-35.201320,-161.27,318.11,-22.50,0.00,0.00,1.31,0,1,0,337739
-5.839522,-35.201320,-153.94,318.11,22.50,0.00,0.00,1.31,0,1,0,338492
-5.839522,-35.201320,-152.41,318.11,22.50,0.00,0.00,1.31,0,1,0,338931
-5.839522,-35.201320,-152.41,159.23,-22.50,0.00,0.00,0.98,0,1,0,339374
-5.839527,-35.201316,-142.26,159.23,22.50,0.00,0.00,0.98,0,1,0,340993
-5.839527,-35.201316,-148.56,159.23,22.50,0.00,0.00,0.98,0,1,0,341425
-5.839535,-35.201316,-144.55,123.75,0.00,0.00,0.00,1.28,0,1,0,342597
-5.839535,-35.201316,-141.94,123.75,-22.50,0.00,0.00,1.28,0,1,0,343036
-5.839535,-35.201316,-136.43,123.75,-67.50,0.00,0.00,1.28,0,1,0,343464
-5.839542,-35.201316,-144.09,185.68,67.50,0.00,0.00,3.94,0,1,0,344201
-5.839542,-35.201316,-145.71,185.68,0.00,0.00,0.00,3.94,0,1,0,344638
-5.839542,-35.201316,-144.68,185.68,-67.50,0.00,0.00,3.94,0,1,0,345080
-5.839560,-35.201316,-144.56,176.82,67.50,0.00,0.00,4.00,0,1,0,345807
-5.839560,-35.201316,-142.59,176.82,0.00,0.00,0.00,4.00,0,1,0,346255
-5.839573,-35.201316,-154.11,176.82,67.50,0.00,0.00,4.00,0,1,0,347851
-5.839573,-35.201316,-151.62,176.82,-22.50,0.00,0.00,4.00,0,1,0,348286
-5.839580,-35.201313,-144.16,176.82,45.00,0.00,0.00,4.00,0,1,0,349444
-5.839580,-35.201313,-142.36,176.82,0.00,0.00,0.00,4.00,0,1,0,349898
-5.839580,-35.201313,-145.68,176.82,45.00,0.00,0.00,4.00,0,1,0,351064
-5.839582,-35.201309,-151.70,176.82,45.00,0.00,0.00,4.00,0,1,0,351503
-5.839582,-35.201309,-160.25,176.82,22.50,0.00,0.00,4.00,0,1,0,352669
-5.839582,-35.201309,-160.34,176.82,112.50,0.00,0.00,4.00,0,1,0,353107
-5.839572,-35.201305,-164.43,176.82,135.00,0.00,0.00,4.00,0,1,0,353839
-5.839572,-35.201305,-165.14,304.36,135.00,0.00,0.00,1.11,0,1,0,354282
-5.839572,-35.201305,-166.48,304.36,-135.00,0.00,0.00,1.11,0,1,0,354720
-5.839563,-35.201313,-167.13,304.36,112.50,0.00,0.00,1.11,0,1,0,355892
-5.839558,-35.201313,-166.52,304.36,112.50,0.00,0.00,1.11,0,1,0,356337
-5.839558,-35.201313,-165.61,327.80,112.50,0.00,0.00,1.39,0,1,0,356772
-5.839553,-35.201316,-166.29,327.80,-67.50,0.00,0.00,1.39,0,1,0,357942
-5.839553,-35.201316,-166.67,327.80,-67.50,0.00,0.00,1.39,0,1,0,358380
-5.839553,-35.201316,-167.02,327.80,-67.50,0.00,0.00,1.39,0,1,0,358811
-5.839548,-35.201320,-172.38,328.39,0.00,0.00,0.00,2.98,0,1,0,360417
-5.839552,-35.201316,-174.31,138.99,0.00,0.00,0.00,1.65,0,1,0,361608
-5.839552,-35.201316,-174.89,138.99,0.00,0.00,0.00,1.65,0,1,0,362047
-5.839557,-35.201313,-175.51,138.99,22.50,0.00,0.00,1.65,0,1,0,362494
-5.839557,-35.201313,-179.34,138.99,22.50,0.00,0.00,1.65,0,1,0,363666
-5.839557,-35.201313,-178.13,138.99,22.50,4.00,0.00,1.65,0,1,0,364106
-5.839563,-35.201309,-178.19,138.99,-90.00,4.00,0.00,1.65,0,1,0,364535
-5.839563,-35.201309,178.98,138.99,90.00,2.00,0.00,1.65,0,1,0,364989
-5.839563,-35.201305,172.86,164.60,90.00,2.00,0.00,1.15,0,1,0,366152
-5.839563,-35.201305,172.17,164.60,90.00,6.00,0.00,1.15,0,1,0,366592
-5.839562,-35.201309,170.68,208.42,90.00,9.00,0.00,1.11,0,1,0,367772
-5.839562,-35.201309,171.08,208.42,90.00,6.00,0.00,1.11,0,1,0,368215
-5.839562,-35.201309,173.82,208.42,90.00,4.00,0.00,1.11,0,1,0,369846
-5.839562,-35.201309,174.23,208.42,90.00,4.00,0.00,1.11,0,1,0,370279
-5.839562,-35.201309,174.26,208.42,90.00,4.00,0.00,1.11,0,1,0,371015
-5.839547,-35.201316,175.53,208.42,90.00,2.00,0.00,1.11,0,1,0,371445
