Date,TimeStamp,Latitude,Longitude,Wind Direction,Wind Speed,Rudder Angle,Thruster Power,GPS Course,GPS Speed,Yaw,Pitch,Roll,Magnetometer Heading,Temperature,Pressure,Altitude,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Going to waypoint,Autopilot on?
15/11/2018 12:41:09,0.09,-5.839575,-35.201278,22.50,0.00,0.00,11.00,233.40,0.50,156.71,0.19,-2.01,50.57,31.40,1004.13,143.05,-0.51,-30.12,256.00,-0.00,-0.01,-0.01,64.83,-78.84,64.83,0,1
15/11/2018 12:41:09,0.46,-5.839575,-35.201278,22.50,0.00,-90.00,11.00,233.40,0.50,-176.79,-7.38,-2.33,48.39,31.40,1004.16,143.30,0.51,-27.11,253.94,0.01,-0.01,-0.01,66.53,-77.18,66.53,0,1
15/11/2018 12:41:09,0.82,-5.839575,-35.201278,22.50,0.00,-90.00,11.00,233.40,0.50,-160.60,-6.18,-1.92,48.69,31.40,1004.16,143.30,1.52,-34.13,256.00,-0.00,0.00,-0.01,66.10,-77.59,66.10,0,1
15/11/2018 12:41:09,1.19,-5.839575,-35.201278,22.50,0.00,-90.00,11.00,233.40,0.50,-148.32,-5.54,-1.48,48.29,31.50,1004.10,143.55,3.55,-34.13,257.03,0.00,-0.01,-0.31,66.10,-76.76,66.10,0,1
00/00/2000 12:41:18,1.55,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,1000.00,-1.00,-143.85,-6.28,-3.61,48.66,31.50,1004.07,144.05,-3.55,-27.11,260.12,0.00,-0.02,-0.01,66.53,-78.01,66.53,0,1
00/00/2000 12:41:18,1.91,-5.839573,-35.201274,0.00,0.00,-90.00,11.00,1000.00,-1.00,-141.76,-6.29,-3.23,49.18,31.50,1004.01,143.55,6.59,-32.13,257.03,0.02,0.04,-0.01,66.10,-77.59,66.10,0,1
00/00/2000 12:41:18,2.25,-5.839573,-35.201274,0.00,0.00,-90.00,0.00,1000.00,-1.00,-140.49,-5.22,-2.21,48.16,31.50,1004.07,142.80,6.59,-37.15,259.09,0.00,0.01,-0.01,66.95,-76.76,66.95,0,1
15/11/2018 12:41:19,2.61,-5.839573,-35.201274,0.00,0.00,-90.00,0.00,104.31,0.31,-139.40,-6.16,-1.90,48.20,31.50,1004.04,143.80,-6.59,-20.08,247.76,0.01,0.05,-0.00,66.53,-77.59,66.53,0,1
15/11/2018 12:41:20,2.98,-5.839573,-35.201274,22.50,0.00,-90.00,0.00,104.31,0.31,-138.77,-6.89,-2.76,48.49,31.50,1004.19,143.55,6.59,-26.10,251.88,0.00,0.01,-0.01,67.37,-78.42,67.37,0,1
15/11/2018 12:41:20,3.35,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,104.31,0.31,-138.63,-6.62,-2.21,49.74,31.50,1004.10,143.05,0.51,-31.12,259.09,0.00,0.01,-0.00,66.10,-79.25,66.10,0,1
15/11/2018 12:41:20,3.70,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,104.31,0.31,-138.86,-7.01,-2.30,49.66,31.50,1004.19,143.05,-1.52,-28.11,254.97,0.01,0.00,-0.01,64.83,-78.84,64.83,0,1
15/11/2018 12:41:21,4.07,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,104.31,0.31,-138.90,-5.45,-2.27,47.75,31.50,1004.10,143.55,-2.53,-28.11,260.12,0.00,0.02,-0.01,67.37,-76.76,67.37,0,1
15/11/2018 12:41:21,4.44,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,104.31,0.31,-138.45,-7.31,-2.30,48.02,31.50,1004.10,143.55,0.51,-30.12,256.00,-0.00,0.01,-0.01,67.37,-78.01,67.37,0,1
15/11/2018 12:41:21,4.80,-5.839573,-35.201274,22.50,0.00,-90.00,11.00,43.69,0.59,-138.34,-6.07,-1.27,49.12,31.50,1004.01,143.80,3.55,-31.12,252.91,0.01,0.01,-0.01,64.83,-77.59,64.83,0,1
15/11/2018 12:41:22,5.16,-5.839572,-35.201271,22.50,0.00,-90.00,11.00,88.92,0.50,-138.58,-7.28,-3.94,48.65,31.50,1004.07,144.05,4.56,-28.11,242.61,-0.03,-0.15,-0.01,66.95,-78.01,66.95,0,1
15/11/2018 12:41:22,5.52,-5.839572,-35.201271,22.50,0.00,-90.00,11.00,88.92,0.50,-138.68,-5.64,-1.84,49.51,31.50,1004.10,144.05,9.63,-26.10,252.91,0.01,0.01,-0.01,65.68,-78.84,65.68,0,1
15/11/2018 12:41:23,5.89,-5.839573,-35.201271,0.00,0.00,-90.00,11.00,88.92,0.50,-139.03,-6.65,-3.70,49.09,31.50,1004.16,143.30,4.56,-31.12,258.06,0.00,-0.05,-0.01,66.53,-77.59,66.53,0,1
15/11/2018 12:41:23,6.26,-5.839573,-35.201271,0.00,0.00,-90.00,0.00,88.92,0.50,-139.00,-6.17,-4.14,48.35,31.50,1004.16,142.29,1.52,-28.11,254.97,-0.00,-0.01,-0.01,67.37,-78.01,67.37,0,1
15/11/2018 12:41:23,6.61,-5.839573,-35.201271,0.00,0.00,-90.00,0.00,88.92,0.50,-138.69,-5.21,-0.96,49.40,31.50,1004.10,144.05,8.62,-28.11,254.97,0.00,0.00,-0.01,65.68,-79.25,65.68,0,1
15/11/2018 12:41:24,6.98,-5.839572,-35.201271,0.00,0.00,-90.00,0.00,74.58,0.46,-138.92,-5.36,-3.08,48.84,31.50,1004.10,143.80,8.62,-30.12,256.00,-0.00,-0.03,-0.01,66.95,-77.59,66.95,0,1
15/11/2018 12:41:25,7.35,-5.839572,-35.201267,0.00,0.00,-90.00,0.00,74.58,0.46,-138.77,-6.55,-3.07,49.19,31.50,1004.01,143.55,-0.51,-30.12,264.24,-0.01,-0.00,-0.01,66.53,-78.42,66.53,0,1
15/11/2018 12:41:25,7.72,-5.839572,-35.201267,0.00,0.00,-90.00,0.00,74.58,0.46,-138.75,-6.74,-2.48,47.56,31.50,1004.07,142.80,13.69,-26.10,244.67,0.01,0.02,-0.01,67.37,-77.18,67.37,0,1
15/11/2018 12:41:25,8.07,-5.839572,-35.201267,0.00,0.00,-90.00,0.00,74.58,0.46,-138.14,-5.58,-6.54,49.48,31.50,1004.01,143.55,-1.52,-27.11,251.88,-0.00,0.05,-0.01,66.53,-79.67,66.53,0,1
15/11/2018 12:41:26,8.44,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,74.58,0.46,-138.61,-6.62,-2.35,48.53,31.50,1004.01,143.30,4.56,-29.11,254.97,-0.00,-0.00,-0.01,66.95,-78.84,66.95,0,1
15/11/2018 12:41:26,8.80,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,101.57,0.37,-138.66,-6.28,-2.53,48.24,31.50,1004.10,142.80,3.55,-30.12,256.00,0.00,-0.00,-0.01,67.37,-77.18,67.37,0,1
15/11/2018 12:41:26,9.16,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,101.57,0.37,-138.51,-6.51,-2.77,48.44,31.50,1004.19,143.05,2.53,-29.11,257.03,0.00,0.00,-0.01,66.95,-77.59,66.95,0,1
15/11/2018 12:41:27,9.50,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,120.83,0.24,-138.47,-6.43,-2.73,48.31,31.50,1004.10,142.80,3.55,-30.12,257.03,0.00,0.00,-0.01,66.95,-77.18,66.95,0,1
15/11/2018 12:41:28,9.87,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,120.83,0.24,-138.22,-6.41,-2.82,48.10,31.60,1004.19,143.30,3.55,-31.12,257.03,0.01,-0.00,-0.02,67.37,-77.18,67.37,0,1
15/11/2018 12:41:28,10.24,-5.839573,-35.201267,0.00,0.00,-90.00,0.00,120.83,0.24,-138.23,-6.68,-2.80,47.88,31.60,1004.10,143.05,3.55,-29.11,256.00,0.01,0.00,-0.01,67.37,-76.76,67.37,0,1
15/11/2018 12:41:28,10.59,-5.839573,-35.201267,0.00,0.00,-90.00,4.00,120.83,0.24,-138.13,-6.42,-2.79,49.02,31.60,1004.13,143.30,3.55,-31.12,256.00,0.00,0.00,-0.01,65.68,-77.59,65.68,0,0
15/11/2018 12:41:29,10.94,-5.839573,-35.201267,0.00,0.00,0.00,3.00,120.83,0.24,-138.38,-6.49,-2.81,48.91,31.60,1004.10,143.30,3.55,-30.12,257.03,0.00,0.00,-0.02,66.53,-78.42,66.53,0,0
15/11/2018 12:41:29,11.31,-5.839573,-35.201267,0.00,0.00,0.00,4.00,139.59,0.26,-138.50,-6.49,-3.00,48.31,31.60,1004.22,142.80,3.55,-31.12,257.03,0.00,0.00,-0.01,67.37,-77.59,67.37,0,0
15/11/2018 12:41:30,11.65,-5.839573,-35.201267,0.00,0.00,0.00,3.00,139.59,0.26,-138.40,-6.20,-3.37,47.37,31.60,1004.13,143.30,4.56,-30.12,258.06,0.00,-0.00,-0.01,67.80,-75.93,67.80,0,0
15/11/2018 12:41:30,11.99,-5.839573,-35.201267,0.00,0.00,0.00,4.00,139.59,0.26,-138.32,-6.52,-2.83,48.26,31.70,1004.16,143.30,3.55,-30.12,258.06,-0.00,-0.00,-0.01,67.80,-78.01,67.80,0,0
15/11/2018 12:41:30,12.34,-5.839573,-35.201267,0.00,0.00,0.00,3.00,139.59,0.26,-138.25,-6.67,-3.82,48.38,31.70,1004.16,142.80,6.59,-30.12,257.03,0.00,0.02,-0.01,66.53,-77.59,66.53,0,0
15/11/2018 12:41:31,12.70,-5.839572,-35.201267,0.00,0.00,0.00,4.00,139.59,0.26,-138.44,-6.38,-3.56,48.81,31.70,1004.13,143.05,2.53,-32.13,256.00,0.00,0.01,-0.01,66.10,-77.18,66.10,0,0
15/11/2018 12:41:31,13.05,-5.839572,-35.201267,0.00,0.00,0.00,3.00,139.59,0.26,-138.56,-6.96,-2.09,47.85,31.70,1004.25,142.80,-0.51,-34.13,267.33,0.01,0.03,-0.01,67.80,-77.18,67.80,0,0
15/11/2018 12:41:32,13.42,-5.839572,-35.201267,0.00,0.00,0.00,3.00,5.72,0.22,-138.23,-6.33,-2.64,48.43,31.70,1004.16,143.05,2.53,-30.12,256.00,0.01,0.00,-0.01,67.80,-79.25,67.80,0,0
15/11/2018 12:41:32,13.77,-5.839572,-35.201267,0.00,0.00,0.00,4.00,5.72,0.22,-138.45,-6.51,-3.16,49.01,31.70,1004.19,143.30,5.58,-30.12,256.00,-0.01,-0.05,-0.01,66.95,-79.25,66.95,0,0
15/11/2018 12:41:32,14.11,-5.839572,-35.201267,0.00,0.00,0.00,4.00,5.72,0.22,-138.57,-6.31,-2.29,48.97,31.70,1004.07,143.05,6.59,-29.11,257.03,-0.02,0.00,-0.01,66.95,-78.84,66.95,0,0
15/11/2018 12:41:33,14.45,-5.839572,-35.201267,0.00,0.00,0.00,3.00,5.72,0.22,-138.40,-6.25,-2.21,48.37,31.70,1004.13,143.55,0.51,-39.15,273.51,0.02,0.05,-0.01,67.37,-77.59,67.37,0,0
15/11/2018 12:41:33,14.80,-5.839572,-35.201267,0.00,0.00,0.00,4.00,5.72,0.22,-138.21,-5.21,-3.05,47.26,31.70,1004.10,142.80,4.56,-29.11,258.06,0.02,-0.04,-0.01,67.80,-77.59,67.80,0,0
15/11/2018 12:41:34,15.17,-5.839570,-35.201267,0.00,0.00,0.00,3.00,5.72,0.22,-138.08,-6.25,-3.19,48.48,31.70,1004.13,143.30,3.55,-31.12,253.94,0.01,0.00,-0.01,66.53,-77.18,66.53,0,0
15/11/2018 12:41:34,15.51,-5.839570,-35.201267,0.00,0.00,0.00,4.00,164.51,0.13,-138.19,-6.61,-3.05,47.88,31.70,1004.10,142.29,5.58,-31.12,256.00,-0.00,-0.01,-0.01,68.22,-77.59,68.22,0,0
15/11/2018 12:41:34,15.86,-5.839570,-35.201267,0.00,0.00,0.00,4.00,164.51,0.13,-138.12,-6.76,-2.15,47.66,31.70,1004.22,143.30,4.56,-31.12,256.00,-0.00,0.00,-0.01,67.37,-76.35,67.37,0,0
15/11/2018 12:41:35,16.20,-5.839572,-35.201267,0.00,0.00,0.00,3.00,164.51,0.13,-138.07,-6.90,-3.36,48.26,31.70,1004.10,143.05,4.56,-31.12,256.00,-0.01,-0.01,-0.00,67.80,-78.01,67.80,0,0
15/11/2018 12:41:35,16.56,-5.839572,-35.201267,0.00,0.00,0.00,4.00,164.51,0.13,-138.76,-9.35,-3.38,49.37,31.80,1004.13,142.80,2.53,-35.14,252.91,-0.29,-0.01,0.04,66.95,-79.25,66.95,0,0
15/11/2018 12:41:35,16.90,-5.839572,-35.201267,0.00,0.00,0.00,4.00,164.51,0.13,-138.41,-5.79,-6.28,48.93,31.80,1004.19,143.55,6.59,-36.14,268.36,0.02,0.00,-0.01,66.53,-77.59,66.53,0,0
15/11/2018 12:41:35,17.25,-5.839572,-35.201267,0.00,0.00,0.00,3.00,164.51,0.13,-138.80,-6.62,-2.81,48.23,31.80,1004.19,142.29,4.56,-29.11,253.94,-0.00,-0.02,-0.00,67.37,-78.01,67.37,0,0
15/11/2018 12:41:35,17.59,-5.839572,-35.201267,0.00,0.00,0.00,3.00,164.51,0.13,-138.67,-6.51,-3.23,47.80,31.80,1004.16,143.05,4.56,-30.12,257.03,0.00,0.00,-0.01,68.22,-77.18,68.22,0,0
15/11/2018 12:41:37,17.96,-5.839577,-35.201267,0.00,0.00,0.00,3.00,164.51,0.13,-138.59,-6.52,-3.03,48.47,31.80,1004.19,142.29,3.55,-30.12,257.03,0.00,-0.00,-0.01,66.53,-77.18,66.53,0,0
15/11/2018 12:41:37,18.31,-5.839577,-35.201267,0.00,0.00,0.00,4.00,164.51,0.13,-138.51,-6.86,-2.96,47.59,31.80,1004.04,143.30,11.66,-29.11,251.88,0.00,-0.02,-0.01,68.64,-77.18,68.64,0,0
15/11/2018 12:41:37,18.66,-5.839577,-35.201267,0.00,0.00,0.00,3.00,164.51,0.13,-138.29,-6.45,-3.75,49.29,31.80,1004.10,143.80,4.56,-29.11,253.94,0.00,-0.01,-0.01,66.10,-77.59,66.10,0,0
15/11/2018 12:41:38,19.00,-5.839577,-35.201271,0.00,0.00,0.00,4.00,74.37,0.26,-138.67,-6.81,-3.22,48.82,31.80,1004.16,143.05,3.55,-29.11,256.00,0.01,-0.00,-0.01,66.53,-78.01,66.53,0,0
15/11/2018 12:41:39,19.34,-5.839575,-35.201271,0.00,0.00,0.00,4.00,74.37,0.26,-138.80,-6.50,-3.55,49.04,31.80,1004.28,142.80,4.56,-29.11,254.97,-0.00,-0.00,-0.01,66.95,-79.25,66.95,0,0
15/11/2018 12:41:39,19.69,-5.839575,-35.201271,0.00,0.00,0.00,3.00,74.37,0.26,-138.63,-6.42,-2.98,48.47,31.80,1004.07,143.30,1.52,-28.11,259.09,0.00,0.00,-0.01,66.53,-77.18,66.53,0,0
15/11/2018 12:41:39,20.04,-5.839575,-35.201271,0.00,0.00,0.00,4.00,74.37,0.26,-138.65,-6.65,-3.19,48.91,31.80,1004.13,142.04,5.58,-30.12,253.94,0.00,-0.05,-0.01,66.53,-78.42,66.53,0,0
15/11/2018 12:41:39,20.37,-5.839575,-35.201271,0.00,0.00,0.00,4.00,74.37,0.26,-138.66,-6.44,-2.95,48.94,31.80,1004.22,142.29,4.56,-29.11,254.97,0.01,0.02,-0.01,65.68,-77.18,65.68,0,0
15/11/2018 12:41:40,20.72,-5.839572,-35.201271,0.00,0.00,0.00,4.00,16.34,1.02,-138.72,-6.11,-1.65,49.16,31.80,1004.16,142.55,1.52,-27.11,248.79,0.02,0.10,-0.01,66.10,-78.42,66.10,0,0
15/11/2018 12:41:41,21.07,-5.839570,-35.201271,0.00,0.00,0.00,3.00,16.34,1.02,-138.89,-5.63,-3.08,49.67,31.80,1004.13,142.80,4.56,-29.11,253.94,0.00,0.00,-0.01,66.10,-78.42,66.10,0,0
15/11/2018 12:41:41,21.41,-5.839570,-35.201271,0.00,0.00,0.00,3.00,16.34,1.02,-139.17,-6.53,-3.02,49.21,31.80,1004.16,143.05,4.56,-29.11,254.97,-0.00,0.00,-0.01,65.25,-77.59,65.25,0,0
15/11/2018 12:41:41,21.75,-5.839570,-35.201271,0.00,0.00,0.00,4.00,16.34,1.02,-139.25,-6.42,-3.20,48.33,31.80,1004.19,143.05,4.56,-30.12,256.00,0.01,0.00,-0.01,67.37,-77.59,67.37,0,0
15/11/2018 12:41:41,22.10,-5.839570,-35.201271,0.00,0.00,0.00,3.00,16.34,1.02,-138.94,-6.66,-2.51,48.44,31.80,1004.16,142.80,1.52,-29.11,254.97,0.00,0.01,-0.01,66.95,-77.59,66.95,0,0
15/11/2018 12:41:42,22.44,-5.839570,-35.201271,0.00,0.00,0.00,4.00,173.32,1.09,-138.67,-6.16,-1.72,48.63,31.80,1004.10,143.30,7.60,-35.14,268.36,0.01,0.13,-0.01,66.53,-78.01,66.53,0,0
15/11/2018 12:41:43,22.78,-5.839573,-35.201271,0.00,0.00,0.00,4.00,173.32,1.09,-138.54,-6.13,-4.72,50.01,31.80,1004.07,143.80,-1.52,-30.12,254.97,0.00,0.03,-0.01,64.83,-78.84,64.83,0,0
15/11/2018 12:41:43,23.12,-5.839573,-35.201271,0.00,0.00,0.00,4.00,173.32,1.09,-139.13,-6.78,-2.78,48.10,31.80,1004.10,142.80,0.51,-28.11,256.00,0.00,-0.06,-0.01,67.37,-77.59,67.37,0,0
15/11/2018 12:41:43,23.47,-5.839573,-35.201271,0.00,0.00,0.00,4.00,173.32,1.09,-138.76,-6.45,-2.08,48.77,31.80,1004.10,142.55,3.55,-31.12,256.00,-0.00,-0.00,-0.01,66.95,-78.84,66.95,0,0
15/11/2018 12:41:43,23.82,-5.839573,-35.201271,0.00,0.00,0.00,4.00,173.32,1.09,-138.55,-6.46,-3.01,48.42,31.80,1004.10,143.30,5.58,-31.12,259.09,0.01,0.02,-0.02,66.95,-78.01,66.95,0,0
15/11/2018 12:41:44,24.15,-5.839575,-35.201271,0.00,0.00,0.00,4.00,142.51,0.39,-138.70,-6.88,-2.91,49.27,31.80,1004.13,143.05,3.55,-31.12,257.03,-0.00,0.00,-0.01,66.53,-79.25,66.53,0,0
15/11/2018 12:41:45,24.50,-5.839577,-35.201274,0.00,0.00,0.00,4.00,142.51,0.39,-138.65,-6.45,-2.93,49.05,31.80,1004.19,143.30,2.53,-30.12,258.06,0.01,0.01,-0.01,66.10,-78.42,66.10,0,0
15/11/2018 12:41:45,24.84,-5.839577,-35.201274,0.00,0.00,0.00,4.00,142.51,0.39,-138.69,-6.72,-2.58,49.40,31.80,1004.22,142.29,5.58,-31.12,254.97,0.00,-0.00,-0.01,65.25,-78.42,65.25,0,0
15/11/2018 12:41:45,25.18,-5.839577,-35.201274,0.00,0.00,0.00,4.00,142.51,0.39,-138.85,-6.71,-3.06,48.65,31.80,1004.16,142.55,3.55,-31.12,256.00,0.00,0.00,-0.00,66.53,-77.59,66.53,0,0
15/11/2018 12:41:45,25.53,-5.839577,-35.201274,0.00,0.00,0.00,4.00,142.51,0.39,-138.60,-6.67,-2.27,48.40,31.80,1004.04,142.80,3.55,-30.12,253.94,0.01,0.04,-0.01,66.95,-77.59,66.95,0,0
15/11/2018 12:41:45,25.88,-5.839577,-35.201274,0.00,0.00,0.00,2.00,142.51,0.39,-138.69,-6.60,-2.47,48.99,31.80,1004.13,142.29,4.56,-28.11,256.00,0.00,-0.00,-0.01,65.68,-77.59,65.68,0,0
15/11/2018 12:41:47,26.21,-5.839580,-35.201278,0.00,0.00,0.00,3.00,72.09,0.15,-138.84,-6.26,-3.01,49.40,31.80,1004.19,143.55,14.70,-31.12,252.91,-0.00,-0.06,-0.01,66.10,-78.42,66.10,0,0
15/11/2018 12:41:47,26.56,-5.839580,-35.201278,0.00,0.00,0.00,4.00,72.09,0.15,-138.88,-6.74,-3.10,49.34,31.80,1004.19,143.55,3.55,-30.12,257.03,0.00,0.01,-0.01,65.68,-77.18,65.68,0,0
15/11/2018 12:41:47,26.89,-5.839580,-35.201278,0.00,0.00,0.00,4.00,72.09,0.15,-138.94,-6.50,-3.16,49.10,31.80,1004.22,142.80,3.55,-31.12,256.00,0.00,0.00,-0.01,66.53,-78.84,66.53,0,0
15/11/2018 12:41:47,27.24,-5.839580,-35.201278,0.00,0.00,0.00,4.00,72.09,0.15,-138.98,-6.59,-3.25,48.42,31.80,1004.16,143.05,3.55,-30.12,254.97,-0.00,-0.03,-0.01,66.53,-77.18,66.53,0,0
15/11/2018 12:41:48,27.59,-5.839578,-35.201278,0.00,0.00,0.00,3.00,36.64,0.52,-138.75,-6.67,-2.76,48.38,31.80,1004.16,142.55,4.56,-31.12,257.03,0.01,-0.02,-0.01,66.95,-77.59,66.95,0,0
15/11/2018 12:41:49,27.93,-5.839578,-35.201282,0.00,0.00,0.00,3.00,36.64,0.52,-138.50,-6.71,-2.84,49.23,31.80,1004.19,143.05,3.55,-31.12,257.03,0.00,-0.00,-0.01,65.68,-78.42,65.68,0,0
15/11/2018 12:41:49,28.28,-5.839578,-35.201282,0.00,0.00,0.00,4.00,36.64,0.52,-138.61,-6.54,-2.76,49.18,31.80,1004.10,143.30,2.53,-30.12,256.00,-0.00,0.00,-0.01,66.10,-78.84,66.10,0,0
15/11/2018 12:41:49,28.62,-5.839578,-35.201282,0.00,0.00,0.00,4.00,36.64,0.52,-138.53,-6.65,-2.76,49.39,31.80,1004.10,143.30,4.56,-31.12,254.97,0.00,0.00,-0.01,65.68,-78.84,65.68,0,0
15/11/2018 12:41:49,28.96,-5.839578,-35.201282,0.00,0.00,0.00,3.00,36.64,0.52,-138.69,-6.51,-2.87,48.96,31.80,1004.04,143.80,4.56,-30.12,256.00,0.00,-0.00,-0.01,65.68,-77.59,65.68,0,0
15/11/2018 12:41:50,29.31,-5.839578,-35.201282,0.00,0.00,0.00,4.00,189.94,0.19,-138.79,-6.72,-3.05,48.78,31.80,1004.16,142.80,3.55,-31.12,256.00,-0.00,-0.00,-0.01,66.95,-78.42,66.95,0,0
15/11/2018 12:41:51,29.67,-5.839580,-35.201286,0.00,0.00,0.00,3.00,189.94,0.19,-138.74,-6.52,-3.04,49.12,31.80,1004.10,143.80,3.55,-30.12,253.94,0.00,-0.01,-0.01,66.53,-79.25,66.53,0,0
15/11/2018 12:41:51,30.03,-5.839580,-35.201286,0.00,0.00,0.00,3.00,189.94,0.19,-138.64,-6.69,-2.78,48.72,31.90,1004.04,143.80,4.56,-31.12,256.00,0.00,0.00,-0.01,66.53,-78.01,66.53,0,0
15/11/2018 12:41:51,30.38,-5.839580,-35.201286,0.00,0.00,0.00,3.00,189.94,0.19,-138.45,-6.75,-3.21,47.96,31.90,1004.10,143.80,6.59,-31.12,252.91,0.00,-0.02,-0.01,67.37,-76.76,67.37,0,0
15/11/2018 12:41:52,30.74,-5.839580,-35.201286,0.00,0.00,0.00,3.00,358.52,0.15,-138.30,-6.52,-3.21,49.01,31.90,1004.16,142.80,3.55,-30.12,257.03,0.00,-0.01,-0.01,66.53,-78.42,66.53,0,0
15/11/2018 12:41:52,31.09,-5.839580,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-138.61,-6.49,-2.86,48.79,31.90,1004.13,143.55,4.56,-30.12,252.91,0.02,-0.03,-0.01,65.68,-77.18,65.68,0,0
15/11/2018 12:41:53,31.44,-5.839580,-35.201286,0.00,0.00,0.00,3.00,358.52,0.15,-139.21,-7.78,-8.65,48.61,31.90,1004.13,143.30,-0.51,-30.12,258.06,0.00,-0.04,-0.01,66.53,-76.76,66.53,0,0
15/11/2018 12:41:53,31.78,-5.839580,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-139.04,-6.56,-2.42,48.04,31.90,1004.13,142.80,0.51,-28.11,254.97,0.01,0.00,-0.02,66.95,-77.59,66.95,0,0
15/11/2018 12:41:53,32.13,-5.839580,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-138.70,-5.88,-1.33,48.56,31.90,1004.07,143.30,5.58,-33.13,259.09,0.00,-0.01,-0.01,66.53,-77.18,66.53,0,0
15/11/2018 12:41:54,32.47,-5.839578,-35.201286,0.00,0.00,0.00,3.00,358.52,0.15,-138.48,-6.96,-2.68,48.24,31.90,1004.16,143.30,2.53,-31.12,257.03,0.00,0.04,-0.01,67.37,-77.59,67.37,0,0
15/11/2018 12:41:54,32.81,-5.839578,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-138.52,-6.63,-3.49,48.18,32.00,1004.16,143.05,2.53,-30.12,256.00,0.00,0.00,-0.01,67.80,-78.01,67.80,0,0
15/11/2018 12:41:55,33.16,-5.839578,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-138.55,-6.67,-3.18,48.54,32.00,1004.23,142.21,5.58,-30.12,256.00,0.00,-0.00,-0.02,66.95,-78.01,66.95,0,0
15/11/2018 12:41:55,33.52,-5.839578,-35.201286,0.00,0.00,0.00,4.00,358.52,0.15,-138.55,-6.46,-2.88,48.62,32.00,1004.16,142.80,2.53,-29.11,254.97,0.00,-0.00,-0.01,67.37,-78.42,67.37,0,0
15/11/2018 12:41:55,33.88,-5.839578,-35.201286,0.00,0.00,0.00,3.00,358.52,0.15,-138.50,-6.43,-2.89,47.89,32.00,1004.19,142.80,4.56,-31.12,256.00,0.00,0.00,-0.01,67.37,-76.76,67.37,0,0
15/11/2018 12:41:56,34.23,-5.839578,-35.201290,0.00,0.00,0.00,4.00,358.52,0.15,-138.31,-6.56,-3.43,49.06,32.00,1004.13,143.05,3.55,-31.12,256.00,0.00,-0.00,-0.01,66.53,-78.84,66.53,0,0
15/11/2018 12:41:56,34.60,-5.839578,-35.201290,0.00,0.00,0.00,3.00,339.14,0.09,-138.63,-6.57,-2.58,48.84,32.00,1004.16,143.05,4.56,-31.12,256.00,0.00,0.00,-0.01,66.53,-78.42,66.53,0,0
15/11/2018 12:41:56,34.96,-5.839578,-35.201290,0.00,0.00,0.00,4.00,339.14,0.09,-138.42,-6.74,-3.04,48.77,32.00,1004.13,142.46,3.55,-32.13,257.03,0.00,0.00,-0.01,66.95,-78.42,66.95,0,0
15/11/2018 12:41:57,35.30,-5.839578,-35.201290,0.00,0.00,0.00,4.00,330.29,0.20,-138.39,-7.79,-1.19,48.56,32.00,1004.16,142.80,14.70,-28.11,247.76,-0.08,0.31,0.01,66.53,-76.35,66.53,0,0
15/11/2018 12:41:58,35.64,-5.839578,-35.201297,0.00,0.00,0.00,4.00,330.29,0.20,-138.24,-6.92,-3.37,49.09,32.00,1004.10,143.05,1.52,-33.13,261.15,0.01,0.00,-0.01,67.37,-78.01,67.37,0,0
15/11/2018 12:41:58,35.98,-5.839578,-35.201297,0.00,0.00,2.00,4.00,330.29,0.20,-138.47,-6.85,-2.89,48.18,32.00,1004.07,143.30,1.52,-30.12,260.12,0.00,-0.02,-0.02,66.95,-77.59,66.95,0,0
15/11/2018 12:41:58,36.35,-5.839578,-35.201297,0.00,0.00,2.00,4.00,330.29,0.20,-138.56,-6.88,-1.74,48.66,32.00,1004.13,143.30,-1.52,-32.13,262.18,0.01,-0.06,-0.02,66.95,-77.18,66.95,0,0
15/11/2018 12:41:58,36.69,-5.839578,-35.201297,0.00,0.00,4.00,4.00,330.29,0.20,-138.31,-6.78,-2.10,47.66,32.00,1004.10,142.46,5.58,-30.12,259.09,-0.04,0.17,0.00,67.37,-76.76,67.37,0,0
15/11/2018 12:41:59,37.06,-5.839580,-35.201297,0.00,0.00,2.00,4.00,232.37,0.56,-138.28,-6.26,-4.35,48.37,32.00,1004.13,143.30,10.65,-29.11,250.85,0.04,-0.15,-0.02,67.37,-77.59,67.37,0,0
15/11/2018 12:42:00,37.43,-5.839583,-35.201301,0.00,0.00,2.00,4.00,232.37,0.56,-138.45,-6.22,-5.41,49.01,32.00,1004.16,143.05,1.52,-30.12,254.97,0.01,0.00,-0.01,66.95,-77.18,66.95,0,0
